league,year,position,team,matches,wins,draws,loses,scored,conceded,pts
Ligue_1,2016,7,Nantes,38,14,9,15,40,54,51
Ligue_1,2016,8,Rennes,38,12,14,12,36,42,50
Ligue_1,2016,9,Saint-Etienne,38,12,14,12,41,42,50
Ligue_1,2016,10,Guingamp,38,14,8,16,46,53,50
Ligue_1,2016,11,Lille,38,13,7,18,40,47,46
Ligue_1,2016,12,Angers,38,13,7,18,40,49,46
Ligue_1,2016,13,Toulouse,38,10,14,14,37,41,44
Ligue_1,2016,14,Metz,38,11,10,17,39,72,43
Ligue_1,2016,15,Montpellier,38,10,9,19,48,66,39
Ligue_1,2016,16,Caen,38,10,7,21,36,65,37
Ligue_1,2016,17,Dijon,38,8,13,17,46,58,37
Ligue_1,2016,18,Lorient,38,10,6,22,44,70,36
Ligue_1,2016,19,Nancy,38,9,8,21,29,52,35
Ligue_1,2016,20,SC Bastia,38,8,10,20,29,57,34
Ligue_1,2017,1,Paris Saint Germain,38,29,6,3,108,29,93
Ligue_1,2017,2,Monaco,38,24,8,6,85,45,80
Ligue_1,2017,3,Lyon,38,23,9,6,87,43,78
Ligue_1,2017,4,Marseille,38,22,11,5,80,47,77
Ligue_1,2017,5,Rennes,38,16,10,12,50,44,58
Ligue_1,2017,6,Bordeaux,38,16,7,15,53,48,55
Ligue_1,2017,7,Saint-Etienne,38,15,10,13,47,50,55
Ligue_1,2017,8,Nice,38,15,9,14,53,52,54
Ligue_1,2017,9,Nantes,38,14,10,14,36,41,52
Ligue_1,2017,10,Montpellier,38,11,18,9,36,33,51
Ligue_1,2017,11,Dijon,38,13,9,16,55,73,48
Ligue_1,2017,12,Guingamp,38,12,11,15,48,59,47
Ligue_1,2017,13,Amiens,38,12,9,17,37,42,45
Ligue_1,2017,14,Angers,38,9,14,15,42,52,41
Ligue_1,2017,15,Lille,38,10,8,20,41,67,38
Ligue_1,2017,16,Caen,38,10,8,20,27,52,38
Ligue_1,2017,17,Strasbourg,38,9,11,18,44,67,38
Ligue_1,2017,18,Toulouse,38,9,10,19,38,54,37
Ligue_1,2017,19,Troyes,38,9,6,23,32,59,33
Ligue_1,2017,20,Metz,38,6,8,24,34,76,26
Ligue_1,2018,1,Paris Saint Germain,38,29,4,5,105,35,91
Ligue_1,2018,2,Lille,38,22,9,7,68,33,75
Ligue_1,2018,3,Lyon,38,21,9,8,70,47,72
Ligue_1,2018,4,Saint-Etienne,38,19,9,10,59,41,66
Ligue_1,2018,5,Marseille,38,18,7,13,60,52,61
Ligue_1,2018,6,Montpellier,38,15,14,9,53,42,59
Ligue_1,2018,7,Nice,38,15,11,12,30,35,56
Ligue_1,2018,8,Reims,38,13,16,9,39,42,55
Ligue_1,2018,9,Nimes,38,15,8,15,57,58,53
Ligue_1,2018,10,Rennes,38,13,13,12,55,52,52
Ligue_1,2018,11,Strasbourg,38,11,16,11,58,48,49
Ligue_1,2018,12,Nantes,38,13,9,16,48,48,48
Ligue_1,2018,13,Angers,38,10,16,12,44,49,46
Ligue_1,2018,14,Bordeaux,38,10,11,17,34,42,41
Ligue_1,2018,15,Toulouse,38,8,14,16,35,57,38
Ligue_1,2018,16,Amiens,38,9,11,18,31,52,38
Ligue_1,2018,17,Monaco,38,8,12,18,38,57,36
Ligue_1,2018,18,Dijon,38,9,7,22,31,60,34
Ligue_1,2018,19,Caen,38,7,12,19,29,54,33
Ligue_1,2018,20,Guingamp,38,5,12,21,28,68,27
Ligue_1,2019,1,Paris Saint Germain,27,22,2,3,75,24,68
Ligue_1,2019,2,Marseille,28,16,8,4,41,29,56
Ligue_1,2019,3,Rennes,28,15,5,8,38,24,50
Ligue_1,2019,4,Lille,28,15,4,9,35,27,49
Ligue_1,2019,5,Nice,28,11,8,9,41,38,41
Ligue_1,2019,6,Reims,28,10,11,7,26,21,41
Ligue_1,2019,7,Montpellier,28,11,7,10,35,34,40
Ligue_1,2019,8,Monaco,28,11,7,10,44,44,40
Ligue_1,2019,9,Lyon,28,11,7,10,42,27,40
Ligue_1,2019,10,Angers,28,11,6,11,28,33,39
Ligue_1,2019,11,Strasbourg,27,11,5,11,32,32,38
Ligue_1,2019,12,Nantes,28,11,4,13,28,31,37
Ligue_1,2019,13,Bordeaux,28,9,10,9,40,34,37
Ligue_1,2019,14,Metz,28,8,10,10,27,35,34
Ligue_1,2019,15,Brest,28,8,10,10,34,37,34
Ligue_1,2019,16,Dijon,28,7,9,12,27,37,30
Ligue_1,2019,17,Saint-Etienne,28,8,6,14,29,45,30
Ligue_1,2019,18,Nimes,28,7,6,15,29,44,27
Ligue_1,2019,19,Amiens,28,4,11,13,31,50,23
Ligue_1,2019,20,Toulouse,28,3,4,21,22,58,13
RFPL,2014,1,Zenit St. Petersburg,30,20,7,3,58,17,67
RFPL,2014,2,CSKA Moscow,30,19,3,8,67,27,60
RFPL,2014,3,FC Krasnodar,30,17,9,4,52,27,60
RFPL,2014,4,Dinamo Moscow,30,14,8,8,53,36,50
RFPL,2014,5,Rubin Kazan,30,13,9,8,39,33,48
RFPL,2014,6,Spartak Moscow,30,12,8,10,42,42,44
RFPL,2014,7,Lokomotiv Moscow,30,11,10,9,31,25,43
RFPL,2014,8,Mordovya,30,11,5,14,22,43,38
RFPL,2014,9,FK Akhmat,30,10,7,13,30,30,37
RFPL,2014,10,Kuban Krasnodar,30,8,12,10,32,36,36
RFPL,2014,11,Amkar,30,8,8,14,25,42,32
RFPL,2014,12,FC Ufa,30,7,10,13,26,39,31
RFPL,2014,13,Ural,30,9,3,18,31,44,30
RFPL,2014,14,FC Rostov,30,7,8,15,27,51,29
RFPL,2014,15,Torpedo Moscow,30,6,11,13,28,45,29
RFPL,2014,16,Arsenal Tula,30,7,4,19,20,46,25
RFPL,2015,1,CSKA Moscow,30,20,5,5,51,25,65
RFPL,2015,2,FC Rostov,30,19,6,5,41,20,63
RFPL,2015,3,Zenit St. Petersburg,30,17,8,5,61,32,59
RFPL,2015,4,FC Krasnodar,30,16,8,6,54,25,56
RFPL,2015,5,Spartak Moscow,30,15,5,10,48,39,50
RFPL,2015,6,Lokomotiv Moscow,30,14,8,8,43,33,50
RFPL,2015,7,FK Akhmat,30,11,11,8,35,30,44
RFPL,2015,8,Ural,30,10,9,11,39,46,39
RFPL,2015,9,Krylya Sovetov Samara,30,9,8,13,19,31,35
RFPL,2015,10,Rubin Kazan,30,9,6,15,33,39,33
RFPL,2015,11,Amkar,30,7,10,13,22,33,31
RFPL,2015,12,FC Ufa,30,6,9,15,25,44,27
RFPL,2015,13,Anzhi Makhachkala,30,6,8,16,28,50,26
RFPL,2015,14,Kuban Krasnodar,30,5,11,14,34,44,26
RFPL,2015,15,Dinamo Moscow,30,5,10,15,25,47,25
RFPL,2015,16,Mordovya,30,4,12,14,30,50,24
RFPL,2016,1,Spartak Moscow,30,22,3,5,46,27,69
RFPL,2016,2,CSKA Moscow,30,18,8,4,47,15,62
RFPL,2016,3,Zenit St. Petersburg,30,18,7,5,50,19,61
RFPL,2016,4,FC Krasnodar,30,12,13,5,40,22,49
RFPL,2016,5,FC Rostov,30,13,9,8,36,18,48
RFPL,2016,6,FK Akhmat,30,14,6,10,38,35,48
RFPL,2016,7,FC Ufa,30,12,7,11,22,25,43
RFPL,2016,8,Lokomotiv Moscow,30,10,12,8,39,27,42
RFPL,2016,9,Rubin Kazan,30,10,8,12,30,34,38
RFPL,2016,10,Amkar,30,8,11,11,25,29,35
RFPL,2016,11,Anzhi Makhachkala,30,7,9,14,24,38,30
RFPL,2016,12,Ural,30,8,6,16,24,44,30
RFPL,2016,13,FC Orenburg,30,7,9,14,25,36,30
RFPL,2016,14,Krylya Sovetov Samara,30,6,10,14,31,39,28
RFPL,2016,15,Arsenal Tula,30,7,7,16,18,40,28
RFPL,2016,16,Tom Tomsk,30,3,5,22,17,64,14
RFPL,2017,1,Lokomotiv Moscow,30,18,6,6,41,21,60
RFPL,2017,2,CSKA Moscow,30,17,7,6,49,23,58
RFPL,2017,3,Spartak Moscow,30,16,8,6,51,32,56
RFPL,2017,4,FC Krasnodar,30,16,6,8,46,30,54
RFPL,2017,5,Zenit St. Petersburg,30,14,11,5,46,21,53
RFPL,2017,6,FC Ufa,30,11,10,9,34,30,43
RFPL,2017,7,Arsenal Tula,30,12,6,12,35,41,42
RFPL,2017,8,Dinamo Moscow,30,10,10,10,29,30,40
RFPL,2017,9,FK Akhmat,30,10,9,11,30,34,39
RFPL,2017,10,Rubin Kazan,30,9,11,10,32,25,38
RFPL,2017,11,FC Rostov,30,9,10,11,27,28,37
RFPL,2017,12,Ural,30,8,13,9,31,32,37
RFPL,2017,13,Amkar,30,9,8,13,20,30,35
RFPL,2017,14,Anzhi Makhachkala,30,6,6,18,31,55,24
RFPL,2017,15,Tosno,30,6,6,18,23,54,24
RFPL,2017,16,SKA-Khabarovsk,30,2,7,21,16,55,13
RFPL,2018,1,Zenit St. Petersburg,30,20,4,6,57,29,64
RFPL,2018,2,Lokomotiv Moscow,30,16,8,6,45,28,56
RFPL,2018,3,FC Krasnodar,30,16,8,6,55,23,56
RFPL,2018,4,CSKA Moscow,30,14,9,7,46,23,51
RFPL,2018,5,Spartak Moscow,30,14,7,9,36,31,49
RFPL,2018,6,Arsenal Tula,30,12,10,8,40,33,46
RFPL,2018,7,FC Orenburg,30,12,7,11,39,34,43
RFPL,2018,8,FK Akhmat,30,11,9,10,28,30,42
RFPL,2018,9,FC Rostov,30,10,11,9,25,23,41
RFPL,2018,10,Ural,30,10,8,12,33,45,38
RFPL,2018,11,Rubin Kazan,30,7,15,8,24,30,36
RFPL,2018,12,Dinamo Moscow,30,6,15,9,28,28,33
RFPL,2018,13,Krylya Sovetov Samara,30,8,4,18,25,46,28
RFPL,2018,14,FC Ufa,30,5,11,14,24,34,26
RFPL,2018,15,Anzhi Makhachkala,30,5,6,19,13,50,21
RFPL,2018,16,FC Yenisey Krasnoyarsk,30,4,8,18,24,55,20
RFPL,2019,1,Zenit St. Petersburg,30,22,6,2,65,18,72
RFPL,2019,2,Lokomotiv Moscow,30,16,9,5,41,29,57
RFPL,2019,3,FC Krasnodar,30,14,10,6,49,30,52
RFPL,2019,4,CSKA Moscow,30,14,8,8,43,29,50
RFPL,2019,5,FC Rostov,30,12,9,9,45,50,45
RFPL,2019,6,Dinamo Moscow,30,11,8,11,27,30,41
RFPL,2019,7,Spartak Moscow,30,11,6,13,35,33,39
RFPL,2019,8,FC Ufa,30,8,14,8,22,24,38
RFPL,2019,9,Arsenal Tula,30,11,5,14,37,41,38
RFPL,2019,10,Rubin Kazan,30,8,11,11,18,28,35
RFPL,2019,11,Ural,30,9,8,13,36,53,35
RFPL,2019,12,PFC Sochi,30,8,9,13,40,39,33
RFPL,2019,13,FK Akhmat,30,7,10,13,27,46,31
RFPL,2019,14,Krylya Sovetov Samara,30,8,7,15,33,40,31
RFPL,2019,15,FC Tambov,30,9,4,17,37,41,31
RFPL,2019,16,FC Orenburg,30,7,6,17,28,52,27
